y,x1,x2,x3,x4,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
-1.3641610065583898,-0.9659230711118681,-1.7121157996057639,-0.9819259216723664,1.3808384459704948,-0.5857929451235374,-0.7783680614348524,0.0162158339409111,0.9522513628202992,0.002240161149313161,-0.8243372075250268
-1.4352909854820364,0.39268778504803903,0.09104558564479777,0.7699076318650596,-1.245047033655584,-0.5859504661620247,-0.8493405193200116,0.008696620954939727,0.9521488495496102,0.0014088691842686542,-0.8960832506067042
-1.506420964405689,0.030246771309865608,1.4057173721280682,-0.2819571390596408,-1.0141510277025512,-0.5861079872005147,-0.9203129772051742,0.011619490797106556,0.9520304132832269,0.002223204731103468,-0.9723962364285308
-1.577550943329347,0.24615075281281273,0.26657135569318446,-2.02921218444777,0.8636900153077478,-0.586265508239005,-0.9912854350903421,0.015742700819691424,0.951900773684493,0.0035239441662525254,-1.0495767763230182
-1.6486809222529977,-0.1964149874138129,1.3505310820027774,0.7401439981673836,-1.7172528494997374,-0.5864230292774969,-1.0622578929755009,0.012095595275384705,0.9517689040513485,0.0030862204975071012,-1.1226446612348164
-1.7198109011766527,0.2805708693499453,1.1366474331940104,1.317317846942828,-2.1757076385080487,-0.5865805503159889,-1.1332303508606638,0.012995964174479896,0.9516231985068422,0.003780738661365934,-1.1981978689906192
0.7107275714704098,0.8190974529092959,-1.0953161633357589,0.19476153104197833,-0.28745837166855126,-0.5691056457644857,1.2798332172348954,0.01022997726263405,0.9512987389621187,0.003774700047006338,1.3513132628437574
0.6395975925467532,-0.08306041342591994,-0.29473281273830804,0.2678489801973657,-0.5232217970666548,-0.5692631668029808,1.208860759349734,0.007504232064803036,0.9514661349038493,0.00245680735749508,1.2746230209779335
-1.7788216908574666,1.035300580910568,0.6940011660326165,0.12901539513594548,-1.2143956123394617,-0.5746188821116364,-1.2042028087458303,0.010117410878611701,0.9514729837368888,0.003304234814826712,-1.2713865204117842
0.5805868028659384,-1.2330015668001186,-0.40153072102213366,-0.20863743004637678,0.20462148401923436,-0.5573014985986309,1.1378883014645693,0.01025404588799083,0.951616702895653,0.0029910017433994445,1.2014551808611946
0.5094568239422839,0.9003698790165269,0.6529967295927138,-0.2096396237219711,-0.8825303118092482,-0.5574590196371227,1.0669158435794066,0.009401691285958974,0.9517625729216116,0.0024068042286287,1.1260331673916661
0.43832684501862923,0.40908144966352905,-0.07514599638508467,0.5207521802001618,-0.9473060892680653,-0.5576165406756132,0.9959433856942423,0.007643970081081177,0.951899692028852,0.0016991153789602624,1.050196834181513
-1.7667025016146312,-0.3046347375093673,-0.8426552730701476,1.3738796044233732,-1.0336921738804372,-0.5624996928688003,-1.2042028087458307,0.011243108281152207,0.9514714541752024,0.003680240773880894,-1.2721100498222455
0.3793160553378125,0.10394249080513869,0.591092967629314,-1.1783231652883228,0.11157481311192034,-0.5456548724712654,0.9249709278090779,0.010336676818366503,0.9520234709465989,0.001992653412771774,0.9766841831994659
0.3081860764141599,-1.282074683488861,-0.44654702082028447,1.4266943267145957,-1.0126245961326743,-0.5458123935097562,0.853998469923916,0.013362096599861623,0.9521383262162835,0.0022092395826678025,0.9031252909131314
-1.6834533334481439,0.9914278565376287,0.45647563001816377,-1.4298940606547974,0.14336887617343008,-0.5502229825874743,-1.1332303508606696,0.013021491050066558,0.9516231676495508,0.0037883608013710114,-1.1982133637809753
0.604825181351612,-0.22134054737270287,-0.1328172767410346,-0.4655156148570744,0.026587088414773714,-0.5330631201129562,1.1378883014645682,0.007297391324939384,0.9516202757018982,0.0021159148646020397,1.1996646461724083
0.5336952024279534,0.10868099137635838,-0.36408613846865157,-1.0572778810271637,0.5173673260486702,-0.5332206411514494,1.0669158435794028,0.009133981200355638,0.9517628575637803,0.0023370079374059704,1.1258810424857861
0.4625652235043104,-0.5606960167600933,-1.349478642386962,0.6227740227176235,-0.10314242202923826,-0.5333781621899303,0.9959433856942407,0.010594124336298475,0.9518969599272296,0.0023689451952521035,1.0517613774246573
